aaron,ˈɛɹən
fall,ˈfɑl
fallen,ˈfɑlən
falling,ˈfɑlɪŋ
falls,ˈfɔlz
false,ˈfɔls
fame,ˈfejm
familiar,fəˈmɪljɝ
families,ˈfæməliz
family,ˈfæməli
famous,ˈfejməs
fan,ˈfæn
fancy,ˈfænsi
fans,ˈfænz
fantastic,fænˈtæstɪk
fantasy,ˈfænəsi
far,ˈfɑɹ
fare,ˈfɛɹ
fares,ˈfɛɹz
farm,ˈfɑɹm
farmer,ˈfɑɹmɝ
farmers,ˈfɑɹmɝz
farming,ˈfɑɹmɪŋ
farms,ˈfɑɹmz
fascinating,ˈfæsəˌnejtɪŋ
fashion,ˈfæʃən
fast,ˈfæst
faster,ˈfæstɝ
fastest,ˈfæstəst
fat,ˈfæt
fatal,ˈfejtəl
fate,ˈfejt
father,ˈfɑðɝ
fathers,ˈfɑðɝz
fatty,ˈfæti
fault,ˈfɔlt
favor,ˈfejvɝ
favorite,ˈfejvɝɪt
favorites,ˈfejvɝɪts
favors,ˈfejvɝz
favour,ˈfejvɝ
favourite,ˈfejvɝɪt
fax,ˈfæks
fbi,ˈɛfˈbiˈaj
fda,ˌɛfˌdiˈej
fear,ˈfɪɹ
fears,ˈfɪɹz
feat,ˈfit
feature,ˈfitʃɝ
featured,ˈfitʃɝd
features,ˈfitʃɝz
featuring,ˈfitʃɝɪŋ
february,ˈfɛbjəˌwɛɹi
fed,ˈfɛd
federal,ˈfɛdɝəl
federation,ˌfɛdɝˈejʃən
fee,ˈfi
feed,ˈfid
feedback,ˈfidˌbæk
feeding,ˈfidɪŋ
feeds,ˈfidz
feel,ˈfil
feeling,ˈfilɪŋ
feelings,ˈfilɪŋz
feels,ˈfilz
fees,ˈfiz
feet,ˈfit
fell,ˈfɛl
fellow,ˈfɛlow
fellowship,ˈfɛlowˌʃɪp
felt,ˈfɛlt
female,ˈfiˌmejl
females,ˈfiˌmejlz
fence,ˈfɛns
ferrari,fɝˈɑɹi
ferry,ˈfɛɹi
festival,ˈfɛstəvəl
festivals,ˈfɛstəvəlz
fetish,ˈfɛtɪʃ
fever,ˈfivɝ
few,ˈfju
fewer,ˈfjuɝ
fiber,ˈfajbɝ
fibre,ˈfajbɝ
fiction,ˈfɪkʃən
field,ˈfild
fields,ˈfildz
fifteen,ˈfɪfˈtin
fifth,ˈfɪfθ
fifty,ˈfɪfti
fight,ˈfajt
fighter,ˈfajtɝ
fighters,ˈfajtɝz
fighting,ˈfajtɪŋ
figure,ˈfɪɡjɝ
figured,ˈfɪɡjɝd
figures,ˈfɪɡjɝz
fiji,ˈfidʒi
file,ˈfajl
filed,ˈfajld
filename,ˈfajlˌnejm
files,ˈfajlz
filing,ˈfajlɪŋ
fill,ˈfɪl
filled,ˈfɪld
filling,ˈfɪlɪŋ
film,ˈfɪlm
films,ˈfɪlmz
filter,ˈfɪltɝ
filtering,ˈfɪltɝɪŋ
filters,ˈfɪltɝz
final,ˈfajnəl
finally,ˈfajnəli
finals,ˈfajnəlz
finance,ˈfajˌnæns
finances,ˈfajˌnænsɪz
financial,ˌfajˈnænʃəl
financing,fajˈnænsɪŋ
find,ˈfajnd
finder,ˈfajndɝ
finding,ˈfajndɪŋ
findings,ˈfajndɪŋz
finds,ˈfajndz
fine,ˈfajn
finest,ˈfajnəst
finger,ˈfɪŋɡɝ
fingering,ˈfɪŋɡɝɪŋ
fingers,ˈfɪŋɡɝz
finish,ˈfɪnɪʃ
finished,ˈfɪnɪʃt
finishing,ˈfɪnɪʃɪŋ
finite,ˈfajˌnajt
finland,ˈfɪnˌlænd
finnish,ˈfɪnɪʃ
fire,ˈfajɝ
fired,ˈfajɝd
firefox,ˈfajɝˌfɔks
fireplace,ˈfajɝˌplejs
fires,ˈfajɝz
firewall,ˈfajɹwɑl
firm,ˈfɝm
firms,ˈfɝmz
firmware,ˈfɝmˌwɛɹ
first,ˈfɝst
fiscal,ˈfɪskəl
fish,ˈfɪʃ
fisher,ˈfɪʃɝ
fisheries,ˈfɪʃɝiz
fishing,ˈfɪʃɪŋ
fist,ˈfɪst
fit,ˈfɪt
fitness,ˈfɪtnəs
fits,ˈfɪts
fitted,ˈfɪtəd
fitting,ˈfɪtɪŋ
five,ˈfajv
fix,ˈfɪks
fixed,ˈfɪkst
fixes,ˈfɪksɪz
fixtures,ˈfɪkstʃɝz
flag,ˈflæɡ
flags,ˈflæɡz
flame,ˈflejm
flash,ˈflæʃ
flashers,ˈflæʃɝz
flashing,ˈflæʃɪŋ
flat,ˈflæt
flavor,ˈflejvɝ
fleece,ˈflis
fleet,ˈflit
flesh,ˈflɛʃ
flex,ˈflɛks
flexibility,ˌflɛksəˈbɪləti
flexible,ˈflɛksəbəl
flickr,ˈflɪkɝ
flight,ˈflajt
flights,ˈflajts
flip,ˈflɪp
float,ˈflowt
floating,ˈflowtɪŋ
flood,ˈfləd
floor,ˈflɔɹ
flooring,ˈflɔɹɪŋ
floors,ˈflɔɹz
floppy,ˈflɑpi
floral,ˈflɔɹəl
florence,ˈflɔɹəns
florida,ˈflɑɹədə
florist,ˈflɑɹɪst
florists,ˈflɔɹɪsts
flour,ˈflawɝ
flow,ˈflow
flower,ˈflawɝ
flowers,ˈflawɝz
flows,ˈflowz
floyd,ˈflɔjd
flu,ˈflu
fluid,ˈfluəd
flush,ˈfləʃ
flux,ˈfləks
fly,ˈflaj
flyer,ˈflajɝ
flying,ˈflajɪŋ
foam,ˈfowm
focal,ˈfowkəl
focus,ˈfowkəs
focused,ˈfowkəst
focuses,ˈfowkəsɪz
focusing,ˈfowkəsɪŋ
fog,ˈfɑɡ
fold,ˈfowld
folder,ˈfowldɝ
folders,ˈfowldɝz
folding,ˈfowldɪŋ
folk,ˈfowk
folks,ˈfowks
follow,ˈfɑlow
followed,ˈfɑlowd
following,ˈfɑlowɪŋ
follows,ˈfɑlowz
font,ˈfɑnt
fonts,ˈfɑnts
foo,ˈfu
food,ˈfud
foods,ˈfudz
fool,ˈful
foot,ˈfʊt
footage,ˈfʊtɪdʒ
football,ˈfʊtˌbɔl
footwear,ˈfʊtˌwɛɹ
for,ˈfɔɹ
forbes,ˈfɔɹbz
forbidden,ˈfɔɹbɪdən
force,ˈfɔɹs
forced,ˈfɔɹst
forces,ˈfɔɹsɪz
ford,ˈfɔɹd
forecast,ˈfɔɹˌkæst
forecasts,ˈfɔɹˌkæs
foreign,ˈfɑɹən
forest,ˈfɔɹəst
forestry,ˈfɔɹəstɹi
forests,ˈfɔɹəsts
forever,fɝˈɛvɝ
forge,ˈfɔɹdʒ
forget,fɝˈɡɛt
forgot,fɝˈɡɑt
forgotten,fɝˈɡɑtən
fork,ˈfɔɹk
form,ˈfɔɹm
formal,ˈfɔɹməl
format,ˈfɔɹˌmæt
formation,fɔɹˈmejʃən
formats,ˈfɔɹˌmæts
formatting,ˈfɔɹˌmætɪŋ
formed,ˈfɔɹmd
former,ˈfɔɹmɝ
formerly,ˈfɔɹmɝli
forming,ˈfɔɹmɪŋ
forms,ˈfɔɹmz
formula,ˈfɔɹmjələ
fort,ˈfɔɹt
forth,ˈfɔɹθ
fortune,ˈfɔɹtʃən
forty,ˈfɔɹti
forum,ˈfɔɹəm
forums,ˈfɔɹəmz
forward,ˈfɔɹwɝd
forwarding,ˈfɔɹwɝdɪŋ
fossil,ˈfɑsəl
foster,ˈfɑstɝ
fought,ˈfɔt
foul,ˈfawl
found,ˈfawnd
foundation,fawnˈdejʃən
foundations,fawnˈdejʃənz
founded,ˈfawndɪd
founder,ˈfawndɝ
fountain,ˈfawntən
four,ˈfɔɹ
fourth,ˈfɔɹθ
fox,ˈfɑks
fraction,ˈfɹækʃən
fragrance,ˈfɹejɡɹəns
fragrances,ˈfɹejɡɹənsəz
frame,ˈfɹejm
framed,ˈfɹejmd
frames,ˈfɹejmz
framework,ˈfɹejmˌwɝk
framing,ˈfɹejmɪŋ
france,ˈfɹæns
franchise,ˈfɹænˌtʃajz
francis,ˈfɹænsəs
francisco,fɹænˈsɪskow
frank,ˈfɹæŋk
frankfurt,ˈfɹæŋkfɝt
franklin,ˈfɹæŋklɪn
fraser,ˈfɹejzɝ
fraud,ˈfɹɔd
fred,ˈfɹɛd
frederick,ˈfɹɛdɝɪk
free,ˈfɹi
freedom,ˈfɹidəm
freelance,ˈfɹiˌlæns
freely,ˈfɹili
freeware,ˈfɹiˌwɛɹ
freeze,ˈfɹiz
freight,ˈfɹejt
french,ˈfɹɛntʃ
frequencies,ˈfɹikwənsiz
frequency,ˈfɹikwənsi
frequent,ˈfɹiˌkwɛnt
frequently,ˈfɹikwəntli
fresh,ˈfɹɛʃ
friday,ˈfɹajˌdej
fridge,ˈfɹɪdʒ
friend,ˈfɹɛnd
friendly,ˈfɹɛndli
friends,ˈfɹɛndz
friendship,ˈfɹɛndʃɪp
frog,ˈfɹɑɡ
from,ˈfɹəm
front,ˈfɹənt
frontier,fɹənˈtɪɹ
frost,ˈfɹɔst
frozen,ˈfɹowzən
fruit,ˈfɹut
fruits,ˈfɹuts
ftp,ˌɛfˌtiˈpi
fuck,ˈfək
fucked,ˈfəkt
fucking,ˈfəkɪŋ
fuel,ˈfjuəl
fuji,ˈfudʒi
fujitsu,fuˈdʒɪtsu
full,ˈfʊl
fully,ˈfʊli
fun,ˈfən
function,ˈfəŋkʃən
functional,ˈfəŋkʃənəl
functionality,ˌfəŋkʃəˈnælɪti
functioning,ˈfəŋkʃənɪŋ
functions,ˈfəŋkʃənz
fund,ˈfənd
fundamental,ˌfəndəˈmɛnəl
fundamentals,ˌfəndəˈmɛnəlz
funded,ˈfəndəd
funding,ˈfəndɪŋ
fundraising,ˈfənˌdɹejsɪŋ
funds,ˈfəndz
funeral,ˈfjunɝəl
funk,ˈfəŋk
funky,ˈfəŋki
funny,ˈfəni
fur,ˈfɝ
furnished,ˈfɝnɪʃt
furnishings,ˈfɝnɪʃɪŋz
furniture,ˈfɝnɪtʃɝ
further,ˈfɝðɝ
furthermore,ˈfɝðɝˌmɔɹ
fusion,ˈfjuʒən
future,ˈfjutʃɝ
futures,ˈfjutʃɝz
fuzzy,ˈfəzi
gabriel,ˈɡejbɹiəl
gadgets,ˈɡædʒəts
gage,ˈɡejdʒ
gain,ˈɡejn
gained,ˈɡejnd
gains,ˈɡejnz
galaxy,ˈɡæləksi
gale,ˈɡejl
galleries,ˈɡælɝiz
gallery,ˈɡælɝi
gambling,ˈɡæmbəlɪŋ
game,ˈɡejm
games,ˈɡejmz
gaming,ˈɡejmɪŋ
gamma,ˈɡæmə
gang,ˈɡæŋ
gap,ˈɡæp
gaps,ˈɡæps
garage,ɡɝˈɑʒ
garbage,ˈɡɑɹbɪdʒ
garcia,ˌɡɑɹˈsiə
garden,ˈɡɑɹdən
gardening,ˈɡɑɹdənɪŋ
gardens,ˈɡɑɹdənz
garlic,ˈɡɑɹlɪk
gary,ˈɡæɹi
gas,ˈɡæs
gasoline,ˈɡæsəˌlin
gate,ˈɡejt
gates,ˈɡejts
gateway,ˈɡejtˌwej
gather,ˈɡæðɝ
gathered,ˈɡæðɝd
gathering,ˈɡæðɝɪŋ
gauge,ˈɡejdʒ
gave,ˈɡejv
gay,ˈɡej
gays,ˈɡejz
gazette,ɡəˈzɛt
gdp,ˈɡiˈdiˈpi
gear,ˈɡɪɹ
geek,ˈɡik
gel,ˈdʒɛl
gender,ˈdʒɛndɝ
gene,ˈdʒin
genealogy,ˌdʒiniˈɑlədʒi
general,ˈdʒɛnɝəl
generally,ˈdʒɛnɝəli
generate,ˈdʒɛnɝˌejt
generated,ˈdʒɛnɝˌejtəd
generates,ˈdʒɛnɝˌejts
generating,ˈdʒɛnɝˌejtɪŋ
generation,ˌdʒɛnɝˈejʃən
generations,ˌdʒɛnɝˈejʃənz
generator,ˈdʒɛnɝˌejtɝ
generators,ˈdʒɛnɝˌejtɝz
generic,dʒəˈnɛɹɪk
generous,ˈdʒɛnɝəs
genes,ˈdʒinz
genesis,ˈdʒɛnəsəs
genetic,dʒəˈnɛtɪk
genetics,dʒəˈnɛtɪks
geneva,dʒəˈnivə
genius,ˈdʒinjəs
genome,ˈdʒiˌnowm
genre,ˈʒɑnɹə
genres,ˈʒɑnɹəz
gentle,ˈdʒɛnəl
gentleman,ˈdʒɛnəlmən
gently,ˈdʒɛntli
genuine,ˈdʒɛnˈjuˌwajn
geo,ˈdʒiow
geographic,ˌdʒiəˈɡɹæfɪk
geographical,ˌdʒiəˈɡɹæfɪkəl
geography,dʒiˈɑɡɹəfi
geological,ˌdʒiəˈlɑdʒɪkəl
geology,dʒiˈɑlədʒi
geometry,dʒiˈɑmətɹi
george,ˈdʒɔɹdʒ
georgia,ˈdʒɔɹdʒə
gerald,ˈdʒɛɹəld
german,ˈdʒɝmən
germany,ˈdʒɝməni
get,ˈɡɛt
gets,ˈɡɛts
getting,ˈɡɛtɪŋ
ghana,ˈɡænə
ghost,ˈɡowst
giant,ˈdʒajənt
giants,ˈdʒajənts
gibraltar,dʒɪˈbɹɔltɝ
gibson,ˈɡɪbsən
gift,ˈɡɪft
gifts,ˈɡɪfs
gig,ˈɡɪɡ
gilbert,ˈɡɪlbɝt
girl,ˈɡɝl
girlfriend,ˈɡɝlˌfɹɛnd
girls,ˈɡɝlz
give,ˈɡɪv
given,ˈɡɪvən
gives,ˈɡɪvz
giving,ˈɡɪvɪŋ
glad,ˈɡlæd
glance,ˈɡlæns
glasgow,ˈɡlæsˌɡow
glass,ˈɡlæs
glasses,ˈɡlæsəz
glen,ˈɡlɛn
glenn,ˈɡlɛn
global,ˈɡlowbəl
globe,ˈɡlowb
glory,ˈɡlɔɹi
glossary,ˈɡlɔsɝi
gloves,ˈɡləvz
glow,ˈɡlow
glucose,ˈɡluˌkows
gmbh,ˈdʒiˈɛmˈbiˈejtʃ
gnome,ˈnowm
gnu,ˈnu
go,ˈɡow
goal,ˈɡowl
goals,ˈɡowlz
goat,ˈɡowt
god,ˈɡɑd
gods,ˈɡɑdz
goes,ˈɡowz
going,ˈɡowɪn
gold,ˈɡowld
golden,ˈɡowldən
golf,ˈɡɑlf
gone,ˈɡɔn
gonna,ˈɡɑnə
good,ˈɡʊd
goods,ˈɡʊdz
google,ˈɡuɡəl
gordon,ˈɡɔɹdən
gore,ˈɡɔɹ
gorgeous,ˈɡɔɹdʒəs
gospel,ˈɡɑspəl
gossip,ˈɡɑsəp
got,ˈɡɑt
gothic,ˈɡɑθɪk
goto,ˈɡowˌtu
gotta,ˈɡɑtə
gotten,ˈɡɑtən
gourmet,ˈɡʊɹˌmej
governance,ˈɡəvɝnəns
governing,ˈɡəvɝnɪŋ
government,ˈɡəvɝmənt
governmental,ˈɡəvɝˌmɛntəl
governments,ˈɡəvɝmənts
governor,ˈɡəvɝnɝ
gps,ˈɡipiˈɛs
grab,ˈɡɹæb
grace,ˈɡɹejs
grad,ˈɡɹæd
grade,ˈɡɹejd
grades,ˈɡɹejdz
gradually,ˈɡɹædʒuəli
graduate,ˈɡɹædʒəˌwejt
graduated,ˈɡɹædʒəˌwejtɪd
graduates,ˈɡɹædʒəˌwejts
graduation,ˌɡɹædʒəˈwejʃən
graham,ˈɡɹæm
grain,ˈɡɹejn
grammar,ˈɡɹæmɝ
grams,ˈɡɹæmz
grand,ˈɡɹænd
grande,ˈɡɹænd
granny,ˈɡɹæni
grant,ˈɡɹænt
granted,ˈɡɹænəd
grants,ˈɡɹænts
graph,ˈɡɹæf
graphic,ˈɡɹæfɪk
graphical,ˈɡɹæfɪkəl
graphics,ˈɡɹæfɪks
graphs,ˈɡɹæfs
gras,ˈɡɹæs
grass,ˈɡɹæs
grateful,ˈɡɹejtfəl
gratis,ˈɡɹætəs
grave,ˈɡɹejv
gravity,ˈɡɹævəti
gray,ˈɡɹej
great,ˈɡɹejt
greater,ˈɡɹejtɝ
greatest,ˈɡɹejtəst
greatly,ˈɡɹejtli
greece,ˈɡɹis
greek,ˈɡɹik
green,ˈɡɹin
greene,ˈɡɹin
greenhouse,ˈɡɹinˌhaws
greensboro,ˈɡɹinzbɝɹow
greeting,ˈɡɹitɪŋ
greetings,ˈɡɹitɪŋz
greg,ˈɡɹɛɡ
gregory,ˈɡɹɛɡɝi
grenada,ɡɹɪˈnɑdə
grew,ˈɡɹu
grey,ˈɡɹej
grid,ˈɡɹɪd
griffin,ˈɡɹɪfɪn
grill,ˈɡɹɪl
grip,ˈɡɹɪp
grocery,ˈɡɹowsɝi
groove,ˈɡɹuv
gross,ˈɡɹows
ground,ˈɡɹawnd
grounds,ˈɡɹawndz
groundwater,ˈɡɹawndˌwɑtɝ
group,ˈɡɹup
groups,ˈɡɹups
grove,ˈɡɹowv
grow,ˈɡɹow
growing,ˈɡɹowɪŋ
grown,ˈɡɹown
grows,ˈɡɹowz
growth,ˈɡɹowθ
guam,ˈɡwɑm
guarantee,ˌɡɛɹənˈti
guaranteed,ˌɡɛɹənˈtid
guarantees,ˌɡɛɹənˈtiz
guard,ˈɡɑɹd
guardian,ˈɡɑɹdiən
guards,ˈɡɑɹdz
guatemala,ˌɡwɑtəˈmɑlə
guess,ˈɡɛs
guest,ˈɡɛst
guests,ˈɡɛsts
guidance,ˈɡajdəns
guide,ˈɡajd
guided,ˈɡajdəd
guidelines,ˈɡajdˌlajnz
guides,ˈɡajdz
guild,ˈɡɪld
guilty,ˈɡɪlti
guinea,ˈɡɪni
guitar,ɡɪˈtɑɹ
guitars,ɡɪˈtɑɹz
gulf,ˈɡəlf
gun,ˈɡən
guns,ˈɡənz
guru,ˈɡuˌɹu
guy,ˈɡaj
guyana,ˌɡajˈɑnə
guys,ˈɡajz
gym,ˈdʒɪm
ha,ˈhɑ
habitat,ˈhæbəˌtæt
habits,ˈhæbəts
hack,ˈhæk
hacker,ˈhækɝ
had,ˈhæd
hair,ˈhɛɹ
hairy,ˈhɛɹi
haiti,ˈhejti
half,ˈhæf
halifax,ˈhælɪˌfæks
hall,ˈhɔl
halloween,ˌhæləˈwin
halo,ˈhejlow
ham,ˈhæm
hamburg,ˈhæmbɝɡ
hamilton,ˈhæməltən
hammer,ˈhæmɝ
hampshire,ˈhæmpʃajɝ
hampton,ˈhæmptən
hand,ˈhænd
handbags,ˈhændˌbæɡz
handbook,ˈhændˌbʊk
handed,ˈhændəd
handheld,ˈhændˈhɛld
handle,ˈhændəl
handled,ˈhændəld
handles,ˈhændəlz
handling,ˈhændəlɪŋ
handmade,ˈhænˈmejd
hands,ˈhændz
handy,ˈhændi
hang,ˈhæŋ
hanging,ˈhæŋɡɪŋ
hans,ˈhænz
hansen,ˈhænsən
happen,ˈhæpən
happened,ˈhæpənd
happening,ˈhæpənɪŋ
happens,ˈhæpənz
happiness,ˈhæpinəs
happy,ˈhæpi
harassment,hɝˈæsmənt
harbor,ˈhɑɹbɝ
harbour,ˈhɑɹbɝ
hard,ˈhɑɹd
hardcore,ˈhɑɹdˈkɔɹ
hardcover,ˈhɑɹdˌkəvɝ
harder,ˈhɑɹdɝ
hardly,ˈhɑɹdli
hardware,ˈhɑɹdˌwɛɹ
hardwood,ˈhɑɹdˌwʊd
harley,ˈhɑɹli
harm,ˈhɑɹm
harmful,ˈhɑɹmfəl
harmony,ˈhɑɹməni
harold,ˈhɛɹəld
harper,ˈhɑɹpɝ
harris,ˈhɛɹɪs
harrison,ˈhɛɹɪsən
harry,ˈhɛɹi
hart,ˈhɑɹt
hartford,ˈhɑɹtfɝd
harvard,ˈhɑɹvɝd
harvest,ˈhɑɹvəst
harvey,ˈhɑɹvi
has,ˈhæz
hash,ˈhæʃ
hat,ˈhæt
hate,ˈhejt
hats,ˈhæts
have,ˈhæv
haven,ˈhejvən
having,ˈhævɪŋ
hawaii,həˈwajˌi
hawaiian,həˈwajən
hawk,ˈhɔk
hayes,ˈhejz
hazard,ˈhæzɝd
hazardous,ˈhæzɝdəs
hazards,ˈhæzɝdz
he,ˈhi
head,ˈhɛd
headed,ˈhɛdəd
header,ˈhɛdɝ
headers,ˈhɛdɝz
heading,ˈhɛdɪŋ
headline,ˈhɛdˌlajn
headlines,ˈhɛdˌlajnz
headphones,ˈhɛdˌfownz
headquarters,ˈhɛdˌkɔɹtɝz
heads,ˈhɛdz
headset,ˈhɛdˌsɛt
healing,ˈhilɪŋ
health,ˈhɛlθ
healthcare,ˈhɛlθˌkɛɹ
healthy,ˈhɛlθi
hear,ˈhiɹ
heard,ˈhɝd
hearing,ˈhiɹɪŋ
hearings,ˈhiɹɪŋz
heart,ˈhɑɹt
hearts,ˈhɑɹts
heat,ˈhit
heated,ˈhitəd
heater,ˈhitɝ
heath,ˈhiθ
heather,ˈhɛðɝ
heating,ˈhitɪŋ
heaven,ˈhɛvən
heavily,ˈhɛvəli
heavy,ˈhɛvi
hebrew,ˈhibɹu
heel,ˈhil
height,ˈhajt
heights,ˈhajts
held,ˈhɛld
helen,ˈhɛlən
helena,ˈhɛlənə
helicopter,ˈhɛlɪˌkɑptɝ
hell,ˈhɛl
hello,həˈlow
helmet,ˈhɛlmət
help,ˈhɛlp
helped,ˈhɛlpt
helpful,ˈhɛlpfəl
helping,ˈhɛlpɪŋ
helps,ˈhɛlps
hence,ˈhɛns
henderson,ˈhɛndɝsən
henry,ˈhɛnɹi
hepatitis,ˌhɛpəˈtajtəs
her,ˈhɝ
herald,ˈhɛɹəld
herb,ˈɝb
herbal,ˈɝbəl
herbs,ˈɝbz
here,ˈhiɹ
hereby,hɪɹˈbaj
herein,hɪˈɹɪn
heritage,ˈhɛɹətədʒ
hero,ˈhiɹow
heroes,ˈhiɹowz
herself,hɝˈsɛlf
hewlett,ˈhjulɪt
hey,ˈhej
hi,ˈhaj
hidden,ˈhɪdən
hide,ˈhajd
hierarchy,ˈhajˌɹɑɹki
high,ˈhaj
higher,ˈhajɝ
highest,ˈhajəst
highland,ˈhajlənd
highlight,ˈhajˌlajt
highlighted,ˈhajˌlajtɪd
highlights,ˈhajˌlajts
highly,ˈhajli
highs,ˈhajz
highway,ˈhajˌwej
highways,ˈhajˌwejz
hiking,ˈhajkɪŋ
hill,ˈhɪl
hills,ˈhɪlz
hilton,ˈhɪltən
him,ˈhɪm
himself,hɪmˈsɛlf
hindu,ˈhɪnˌdu
hint,ˈhɪnt
hints,ˈhɪnts
hip,ˈhɪp
hire,ˈhajɝ
hired,ˈhajɝd
hiring,ˈhajɹɪŋ
his,ˈhɪz
hispanic,hɪˈspænɪk
historic,hɪˈstɔɹɪk
historical,hɪˈstɔɹɪkəl
history,ˈhɪstɝi
hit,ˈhɪt
hitachi,hɪˈtɑtʃi
hits,ˈhɪts
hitting,ˈhɪtɪŋ
hiv,ˈejˈtʃajˈvi
ho,ˈhow
hobbies,ˈhɑbiz
hobby,ˈhɑbi
hockey,ˈhɑki
hold,ˈhowld
holder,ˈhowldɝ
holders,ˈhowldɝz
holding,ˈhowldɪŋ
holdings,ˈhowldɪŋz
holds,ˈhowldz
hole,ˈhowl
holes,ˈhowlz
holiday,ˈhɑləˌdej
holidays,ˈhɑləˌdejz
holland,ˈhɑlənd
hollow,ˈhɑlow
holly,ˈhɑli
hollywood,ˈhɑliˌwʊd
holmes,ˈhowlmz
holocaust,ˈhɑləˌkɔst
holy,ˈhowli
home,ˈhowm
homeland,ˈhowmˌlænd
homeless,ˈhowmləs
homepage,ˈhowmˌpejdʒ
homes,ˈhowmz
hometown,ˈhowmˌtawn
homework,ˈhowmˌwɝk
honda,ˈhɔndə
honduras,hɑnˈdʊɹəs
honest,ˈɑnəst
honey,ˈhəni
hong,ˈhɔŋ
honolulu,ˌhɑnəˈlulu
honor,ˈɑnɝ
honors,ˈɑnɝz
hood,ˈhʊd
hook,ˈhʊk
hop,ˈhɑp
hope,ˈhowp
hoped,ˈhowpt
hopefully,ˈhowpfəli
hopes,ˈhowps
hoping,ˈhowpɪŋ
hopkins,ˈhɑpkɪnz
horizon,hɝˈajzən
horizontal,ˌhɔɹəˈzɑntəl
hormone,ˈhɔɹˌmown
horn,ˈhɔɹn
horny,ˈhɔɹni
horrible,ˈhɔɹəbəl
horror,ˈhɔɹɝ
horse,ˈhɔɹs
horses,ˈhɔɹsəz
hose,ˈhowz
hospital,ˈhɑˌspɪtəl
hospitality,ˌhɑspəˈtæləti
hospitals,ˈhɑˌspɪtəlz
host,ˈhowst
hosted,ˈhowstɪd
hostel,ˈhɑstəl
hostels,ˈhɑstəlz
hosting,ˈhowstɪŋ
hosts,ˈhowsts
hot,ˈhɑt
hotel,howˈtɛl
hotels,howˈtɛlz
hotmail,ˈhɑtˌmejl
hottest,ˈhɑtəst
hour,ˈawɝ
hourly,ˈawɹli
hours,ˈawɝz
house,ˈhaws
household,ˈhawsˌhowld
households,ˈhawsˌhowldz
houses,ˈhawsəz
housewares,ˈhawˌswɛɹz
housewives,ˈhawˌswajvz
housing,ˈhawzɪŋ
houston,ˈhjustən
how,ˈhaw
howard,ˈhawɝd
however,ˌhawˈɛvɝ
hp,ˈejtʃˈpi
hr,ˈejˈtʃɑɹ
html,ˌejtʃˌtiˌɛˈmɛl
http,ˌejtʃˌtiˌtiˈpi
hub,ˈhəb
hudson,ˈhədsən
huge,ˈhjudʒ
hugh,ˈhju
hughes,ˈhjuz
hugo,ˈhjuɡow
hull,ˈhəl
human,ˈhjumən
humanitarian,ˌhjuˌmænəˈtɛɹiən
humanities,hjuˈmænɪtiz
humanity,hjuˈmænɪti
humans,ˈhjumənz
humidity,hjuˈmɪdəti
humor,ˈhjumɝ
hundred,ˈhəndɝd
hundreds,ˈhəndɝdz
hung,ˈhəŋ
hungarian,həŋˈɡɛɹiən
hungary,ˈhəŋɡɝi
hunger,ˈhəŋɡɝ
hungry,ˈhəŋɡɹi
hunt,ˈhənt
hunter,ˈhəntɝ
hunting,ˈhəntɪŋ
huntington,ˈhəntɪŋtən
hurricane,ˈhəɹəˌkejnz
hurt,ˈhɝt
husband,ˈhəzbənd
hybrid,ˈhajbɹəd
hydraulic,hajˈdɹɔlɪk
hydrogen,ˈhajdɹədʒən
hygiene,ˈhajˌdʒin
hypothesis,hajˈpɑθəsəs
hypothetical,ˌhajpəˈθɛtəkəl
hyundai,ˈhənˌdej
ian,ˈiən
ibm,ˈajˌbiˌɛm
ice,ˈajs
iceland,ˈajslənd
icon,ˈajkɑn
icons,ˈajˌkɑnz
id,ˈajˈdi
idaho,ˈajdəˌhow
ide,ˈajd
idea,ajˈdiə
ideal,ajˈdil
ideas,ajˈdiəz
identical,ajˈdɛntɪkəl
identification,ajˌdɛntəfəˈkejʃən
identified,ajˈdɛntəˌfajd
identifier,ajˈdɛntəˌfajɝ
identifies,ajˈdɛntəˌfajz
identify,ajˈdɛntəˌfaj
identifying,ajˈdɛntəˌfajɪŋ
identity,ajˈdɛntɪˌti
idle,ˈajdəl
idol,ˈajdəl
ids,ˈajˈdiz
ieee,ˌajˌtɹɪpləˈi
if,ˈɪf
ignore,ˌɪɡˈnɔɹ
ignored,ˌɪɡˈnɔɹd
ill,ˈɪl
illegal,ˌɪˈliɡəl
illinois,ˌɪləˈnɔj
illness,ˈɪlnəs
illustrated,ˈɪləˌstɹejtəd
illustration,ˌɪləˈstɹejʃən
illustrations,ˌɪləˈstɹejʃənz
image,ˈɪmədʒ
images,ˈɪmədʒəz
imagination,ˌɪˌmædʒəˈnejʃən
imagine,ˌɪˈmædʒən
imaging,ˈɪmɪdʒɪŋ
immediate,ˌɪˈmiˌdiət
immediately,ˌɪˈmiˌdiətli
immigrants,ˈɪməɡɹənts
immigration,ˌɪməˈɡɹejʃən
immune,ˌɪmˈjun
immunology,ˌɪmjuˈnɑlədʒi
impact,ˈɪmpækt
impacts,ˈɪmpæks
impaired,ˌɪmˈpɛɹd
imperial,ˌɪmˈpɪɹiəl
implement,ˈɪmpləmənt
implementation,ˌɪmpləmɛnˈtejʃən
